time,equity
2025-01-18T19:00:00,10000.054612032807
2025-01-29T20:30:00,10001.453344327996
2025-01-30T15:30:00,10001.229999686537
2025-02-10T19:30:00,10001.214234634532
2025-02-14T15:30:00,10001.0224976462
2025-02-14T17:30:00,10000.80007458614
2025-02-19T21:00:00,10000.575845819136
2025-02-20T17:00:00,10000.38650034668
2025-02-21T10:00:00,10000.222959233935
2025-03-02T16:30:00,10003.615309008006
2025-03-12T08:30:00,10003.4530097412
2025-04-18T18:30:00,10003.484947982739
2025-06-04T11:00:00,10003.128585265053
2025-06-09T21:30:00,10008.786001806193
2025-06-10T12:00:00,10008.3660044369
2025-06-10T20:00:00,10007.688370800393
2025-06-26T09:30:00,10011.246487388025
2025-06-29T23:00:00,10010.884257774958
2025-07-03T14:30:00,10010.232923876352
2025-07-09T03:30:00,10009.600004484155
2025-07-09T15:00:00,10009.660749841541
2025-07-11T16:00:00,10019.568391461627
2025-07-17T18:30:00,10019.91186621033
2025-07-21T14:30:00,10019.823823555615
2025-07-24T15:30:00,10019.735661582568
2025-07-31T17:30:00,10019.648774073805
2025-08-04T14:30:00,10020.3170146214
2025-08-07T09:00:00,10020.23151601044
2025-08-09T06:30:00,10020.147163952175
2025-08-10T03:30:00,10021.716585486169
2025-08-24T00:30:00,10021.632263415104
2025-09-09T11:00:00,10021.57557291063
2025-09-15T08:00:00,10021.01077960375
2025-09-30T22:30:00,10020.355733727869
