time,equity
2025-01-19T00:30:00,9999.843340827749
2025-01-29T20:30:00,9999.640148937102
2025-01-30T15:30:00,9999.467776057867
2025-02-10T19:30:00,9999.283944142293
2025-02-14T15:30:00,9999.13173405046
2025-02-14T17:30:00,9998.959895809832
2025-02-19T21:00:00,9998.78689165331
2025-02-20T17:00:00,9998.636214354421
2025-02-21T10:00:00,9998.500524832638
2025-03-02T16:30:00,9998.289687193032
2025-03-12T08:30:00,9998.127387926226
2025-04-19T04:00:00,9998.059747845262
2025-06-04T11:00:00,9997.703385127576
2025-06-09T21:30:00,10003.360801668716
2025-06-10T12:00:00,10002.940804299424
2025-06-10T20:00:00,10002.263170662916
2025-06-26T09:30:00,10005.821287250548
2025-06-29T23:00:00,10005.459057637481
2025-07-03T14:30:00,10004.807723738875
2025-07-09T03:30:00,10004.174804346678
2025-07-09T15:00:00,10004.235549704064
2025-07-11T16:00:00,10014.14319132415
2025-07-17T22:00:00,10014.050471370738
2025-07-18T01:30:00,10014.401151533644
2025-07-21T14:30:00,10014.313109631796
2025-07-24T15:30:00,10014.224948412637
2025-07-31T17:30:00,10014.138061646861
2025-08-04T14:30:00,10014.806296480223
2025-08-07T09:00:00,10014.720798600376
2025-08-09T06:30:00,10014.636447263418
2025-08-10T03:30:00,10016.205855377037
2025-08-24T00:30:00,10016.121534027023
2025-09-09T11:00:00,10016.064843522548
2025-09-15T08:00:00,10015.500050215669
2025-09-30T22:30:00,10014.845004339788
