time,equity,equity_norm,drawdown
2025-01-18 16:30:00,9999.64259287901,0.999964259287901,0.0
2025-01-18 20:30:00,9999.347276302864,0.9999347276302863,-2.953271313484099e-05
2025-01-18 23:00:00,9999.418911116592,0.9999418911116592,-2.236897572491954e-05
2025-01-28 16:00:00,9999.165710206733,0.9999165710206733,-4.768997170129833e-05
2025-01-28 19:00:00,9998.880765539274,0.9998880765539274,-7.618545689613661e-05
2025-01-29 20:30:00,10000.27933364566,1.000027933364566,0.0
2025-01-30 15:30:00,10000.05601522129,1.000005601522129,-2.233121865098004e-05
2025-02-10 19:30:00,10000.04025201985,1.000004025201985,-2.3907494764261482e-05
2025-02-14 15:30:00,9999.848537538373,0.9999848537538374,-4.307840740377797e-05
2025-02-14 17:30:00,9999.626140587226,0.9999626140587227,-6.531748130631381e-05
2025-02-19 17:00:00,9999.493909456982,0.9999493909456981,-7.854022497506342e-05
2025-02-19 21:00:00,9999.269709975611,0.9999269709975611,-0.00010095954686500233
2025-02-20 17:00:00,9999.080389232824,0.9999080389232824,-0.00011989109232198714
2025-02-21 10:00:00,9998.91686947954,0.999891686947954,-0.0001362426108973829
2025-03-02 16:30:00,10002.308776192162,1.0002308776192161,0.0
