time,equity
2025-06-27T17:30:00,9999.685396373243
2025-06-29T19:30:00,9999.452441097625
2025-06-29T23:00:00,9999.194616639003
2025-07-09T09:30:00,9998.970346707923
2025-07-10T11:00:00,10000.033717883269
2025-07-17T20:30:00,9999.108177398237
2025-07-24T04:00:00,9998.366579595562
2025-07-29T11:00:00,9997.611885427814
2025-07-31T16:30:00,9997.679166736765
2025-08-07T08:30:00,9997.949674998074
2025-08-08T22:30:00,9997.735526441895
2025-08-09T06:00:00,9997.443597546582
2025-08-11T16:30:00,9997.69708648559
2025-08-13T05:00:00,9997.220723939157
2025-08-13T09:00:00,9997.242916822768
2025-09-02T16:00:00,9996.262737199168
2025-09-07T19:30:00,9996.237885802588
2025-09-08T05:00:00,9996.151355514105
2025-09-09T07:00:00,9996.62202699033
2025-09-11T14:30:00,9996.535014847166
2025-09-12T17:00:00,9996.53703386704
2025-09-16T17:00:00,9996.676032508925
