time,equity
2025-01-18T16:30:00,9999.64259287901
2025-01-18T20:30:00,9999.347276302864
2025-01-18T23:00:00,9999.418911116592
2025-01-28T16:00:00,9999.165710206733
2025-01-28T19:00:00,9998.880765539274
2025-01-29T20:30:00,10000.27933364566
2025-01-30T15:30:00,10000.05601522129
2025-02-10T19:30:00,10000.04025201985
2025-02-14T15:30:00,9999.848537538373
2025-02-14T17:30:00,9999.626140587226
2025-02-19T17:00:00,9999.493909456982
2025-02-19T21:00:00,9999.269709975611
2025-02-20T17:00:00,9999.080389232824
2025-02-21T10:00:00,9998.91686947954
2025-03-02T16:30:00,10002.308776192162
2025-03-12T08:30:00,10002.146476925356
2025-06-04T11:00:00,10001.79011420767
2025-06-09T21:30:00,10007.44753074881
2025-06-10T12:00:00,10007.027533379518
2025-06-10T20:00:00,10006.34989974301
2025-06-26T09:30:00,10009.908016330643
2025-06-29T23:00:00,10009.545786717576
2025-07-03T14:30:00,10008.89445281897
2025-07-09T03:30:00,10008.261533426772
2025-07-09T15:00:00,10008.322278784159
2025-07-11T16:00:00,10018.229920404245
2025-07-21T14:30:00,10018.141880773468
2025-07-24T15:30:00,10018.053721828459
2025-07-31T17:30:00,10017.966837303959
2025-08-04T14:30:00,10018.635054899965
2025-08-07T09:00:00,10018.549559225567
2025-08-09T06:30:00,10018.465210064482
2025-08-10T03:30:00,10020.03457769466
2025-08-24T00:30:00,10019.950258519746
2025-09-09T11:00:00,10019.893568015272
2025-09-15T08:00:00,10019.328774708392
2025-09-30T22:30:00,10018.673728832511
