time,equity
2025-01-18T19:30:00,10000.039621532558
2025-01-18T23:00:00,10000.11769629873
2025-01-28T16:00:00,9999.864477694538
2025-01-28T19:00:00,9999.579513114411
2025-01-29T20:30:00,10000.978178956344
2025-01-30T15:30:00,10000.754844925907
2025-02-10T19:30:00,10000.739080622894
2025-02-14T15:30:00,10000.547352743915
2025-02-14T17:30:00,10000.324940251096
2025-02-19T17:00:00,10000.192699880197
2025-02-19T21:00:00,9999.96848473119
2025-02-20T17:00:00,9999.779150758179
2025-02-21T10:00:00,9999.615619577713
2025-03-02T16:30:00,10003.007763325522
2025-03-12T08:30:00,10002.845464058717
2025-05-19T17:30:00,10002.523937611892
2025-06-04T11:00:00,10002.167574894205
2025-06-09T21:30:00,10007.824991435346
2025-06-10T12:00:00,10007.404994066053
2025-06-10T20:00:00,10006.727360429546
2025-06-26T09:30:00,10010.285477017178
2025-06-29T23:00:00,10009.923247404111
2025-07-03T14:30:00,10009.271913505505
2025-07-09T15:00:00,10009.332662705234
2025-07-11T16:00:00,10019.240931015946
2025-07-17T22:00:00,10019.14934266158
2025-07-18T02:00:00,10019.06789369735
2025-07-21T14:30:00,10018.979855589989
2025-07-31T17:30:00,10018.89297180295
2025-08-04T14:30:00,10019.561183727237
2025-08-07T09:00:00,10019.475688778512
2025-08-09T06:30:00,10019.391340333368
2025-08-10T03:30:00,10020.960694643014
2025-08-24T00:30:00,10020.876376183787
2025-09-09T11:00:00,10020.819685679313
2025-09-30T22:30:00,10020.16460280458
