run_id,trade_id,entry_idx,exit_idx,entry_time,exit_time,side,qty,entry_price,exit_price,pnl
run-20251017-183930,249,59,61,2025-04-22 00:00:00,2025-04-22 01:00:00,long,0.0022852903969926494,87517.23,87182.27392857143,-0.8453197131875448
run-20251017-183930,250,142,158,2025-04-23 17:30:00,2025-04-24 01:30:00,long,0.002132675506633088,93771.99,93145.34821428571,-1.4161503936206294
run-20251017-183930,251,185,190,2025-04-24 15:00:00,2025-04-24 17:30:00,long,0.002147699681068179,93102.83,93002.0642857143,-0.29635397685454934
run-20251017-183930,252,337,344,2025-04-27 19:00:00,2025-04-27 22:30:00,long,0.0021206341121727725,94288.29,94120.92642857143,-0.4348263009877091
run-20251017-183930,253,358,368,2025-04-28 05:30:00,2025-04-28 10:30:00,long,0.0021244834046485177,94113.36,94389.86392857143,0.5073336133783238
run-20251017-183930,254,452,459,2025-04-30 04:30:00,2025-04-30 08:00:00,long,0.002107025945566148,94897.93,94546.78535714286,-0.8197038592481235
run-20251017-183930,255,463,468,2025-04-30 10:00:00,2025-04-30 12:30:00,long,0.002105231952564706,94971.01,94890.68785714287,-0.24903732422069913
run-20251017-183930,256,763,774,2025-05-06 16:00:00,2025-05-06 21:30:00,long,0.002114330995013219,94559.95,94473.10892857144,-0.2635464600765216
run-20251017-183930,257,823,829,2025-05-07 22:00:00,2025-05-08 01:00:00,long,0.0020585085569533854,97121.63,97034.95499999999,-0.2583558274962401
run-20251017-183930,258,990,999,2025-05-11 09:30:00,2025-05-11 14:00:00,long,0.00191673510566671,104302.57,104163.76214285714,-0.34597284016165364
run-20251017-183930,259,1009,1016,2025-05-11 19:00:00,2025-05-11 22:30:00,long,0.0019125133740319287,104529.19,103886.54964285714,-1.308777855613533
run-20251017-183930,260,1021,1023,2025-05-12 01:00:00,2025-05-12 02:00:00,long,0.00191118201415868,104588.31,103804.21285714285,-1.5782075650957392
run-20251017-183930,261,1034,1035,2025-05-12 07:30:00,2025-05-12 08:00:00,long,0.0018952071628066697,105453.23,104540.61285714286,-1.8091949130686402
run-20251017-183930,262,1139,1143,2025-05-14 12:00:00,2025-05-14 14:00:00,long,0.0019223413564439843,103945.93,103590.62535714285,-0.7628080297682317
run-20251017-183930,263,1195,1197,2025-05-15 16:00:00,2025-05-15 17:00:00,long,0.0019351067232639535,103252.35,103041.81535714286,-0.4872472481433932
run-20251017-183930,264,1240,1241,2025-05-16 14:30:00,2025-05-16 15:00:00,long,0.0019241913535915397,103833.0,103577.7,-0.5710656276883994
run-20251017-183930,265,1242,1249,2025-05-16 15:30:00,2025-05-16 19:00:00,long,0.0019238143650181355,103847.41,103698.25535714286,-0.3668017110199899
run-20251017-183930,266,1386,1411,2025-05-19 15:30:00,2025-05-20 04:00:00,long,0.0019124827959764315,104458.87,105698.70607142858,2.2907806067020244
run-20251017-183930,267,1438,1441,2025-05-20 17:30:00,2025-05-20 19:00:00,long,0.001882816982800274,106129.05,105566.68285714285,-1.1385512713422736
run-20251017-183930,268,1479,1481,2025-05-21 14:00:00,2025-05-21 15:00:00,long,0.0018629994031041683,107245.76,108208.11392857143,1.7125867067984548
run-20251017-183930,269,1617,1620,2025-05-24 11:00:00,2025-05-24 12:30:00,long,0.0018317172548453944,109095.99,108744.2782142857,-0.7240409022430241
run-20251017-183930,270,1755,1766,2025-05-27 08:00:00,2025-05-27 13:30:00,long,0.0018240244181788087,109548.16,109894.76464285715,0.5521614814365446
run-20251017-183930,271,1837,1844,2025-05-29 01:00:00,2025-05-29 04:30:00,long,0.0018453816086221992,108286.32,107821.02,-0.9384161646367676
run-20251017-183930,272,2009,2012,2025-06-01 15:00:00,2025-06-01 16:30:00,long,0.0019102250741491313,104600.7,104738.31964285715,0.18290756361727223
run-20251017-183930,273,2068,2072,2025-06-02 20:30:00,2025-06-02 22:30:00,long,0.001905993961106723,104834.82,105148.20535714286,0.5172653225604151
run-20251017-183930,274,2144,2146,2025-06-04 10:30:00,2025-06-04 11:30:00,long,0.001889858802222631,105735.34,105413.87357142857,-0.687334599624849
run-20251017-183930,275,2196,2199,2025-06-05 12:30:00,2025-06-05 14:00:00,long,0.0018955660266331607,105409.74,105300.80285714284,-0.28638069633720425
run-20251017-183930,276,2230,2245,2025-06-06 05:30:00,2025-06-06 13:00:00,long,0.0019447937317639231,102738.63,103551.30642857144,1.5002497491795572
run-20251017-183930,277,2340,2360,2025-06-08 12:30:00,2025-06-08 22:30:00,long,0.0018914744849957749,105650.59,106044.65571428572,0.6652820128103845
run-20251017-183930,278,2382,2383,2025-06-09 09:30:00,2025-06-09 10:00:00,long,0.0018826344894679213,106153.74,106243.35892857144,0.08874646505657466
run-20251017-183930,279,2450,2470,2025-06-10 19:30:00,2025-06-11 05:30:00,long,0.0018165348142233193,110017.38,109524.59321428572,-0.9749254797446113
run-20251017-183930,280,2487,2488,2025-06-11 14:00:00,2025-06-11 14:30:00,long,0.0018218617655740784,109685.0,109775.5925,0.08508163949257092
run-20251017-183930,281,2542,2545,2025-06-12 17:30:00,2025-06-12 19:00:00,long,0.0018474552130751671,108166.43,107597.71035714285,-1.1304069861541821
run-20251017-183930,282,2580,2583,2025-06-13 12:30:00,2025-06-13 14:00:00,long,0.0019020294946081762,105050.99,104731.44,-0.6875959988641631
run-20251017-183930,283,2586,2591,2025-06-13 15:30:00,2025-06-13 18:00:00,long,0.0018913838951678023,105634.99,105038.17285714287,-1.2085030978344629
run-20251017-183930,284,2647,2663,2025-06-14 22:00:00,2025-06-15 06:00:00,long,0.001896873504198526,105316.54,105824.02357142857,0.8825307523188624
run-20251017-183930,285,2703,2721,2025-06-16 02:00:00,2025-06-16 11:00:00,long,0.0018880854035304455,105816.08,106764.06357142857,1.7096000507694256
run-20251017-183930,286,2839,2856,2025-06-18 22:00:00,2025-06-19 06:30:00,long,0.001901519239309151,105086.5,104632.96428571429,-0.9421640056674748
run-20251017-183930,287,2957,2962,2025-06-21 09:00:00,2025-06-21 11:30:00,long,0.0019244042822624385,103827.03,103734.49714285714,-0.25795708486901675
run-20251017-183930,288,2999,3006,2025-06-22 06:00:00,2025-06-22 09:30:00,long,0.0019425429373707795,102854.89,102365.98,-1.029458737833872
run-20251017-183930,289,3011,3014,2025-06-22 12:00:00,2025-06-22 13:30:00,long,0.0019445057384547243,102740.48,102370.09,-0.7999932165427881
run-20251017-183930,290,3035,3054,2025-06-23 00:00:00,2025-06-23 09:30:00,long,0.0019785444888505517,100964.87,101480.7017857143,0.9404866227291973
run-20251017-183930,291,3071,3080,2025-06-23 18:00:00,2025-06-23 22:30:00,long,0.0019493801891648872,102485.02,104671.48928571428,4.181494550737294
run-20251017-183930,292,3219,3222,2025-06-26 20:00:00,2025-06-26 21:30:00,long,0.0018586293078178698,107533.98,107218.77464285714,-0.665679067509676
run-20251017-183930,293,3261,3263,2025-06-27 17:00:00,2025-06-27 18:00:00,long,0.0018594198796209032,107481.1,106760.86000000002,-1.4189017259927312
run-20251017-183930,294,3369,3372,2025-06-29 23:00:00,2025-06-30 00:30:00,long,0.0018488382813929584,108080.9,108262.98964285714,0.2566573293360246
run-20251017-183930,295,3476,3484,2025-07-02 04:30:00,2025-07-02 08:30:00,long,0.0018811536473065207,106226.98,107245.94464285714,1.836513980228481
run-20251017-183930,296,3526,3534,2025-07-03 05:30:00,2025-07-03 09:30:00,long,0.0018317000567783608,109115.0,109547.26714285715,0.7116790126866872
run-20251017-183930,297,3685,3686,2025-07-06 13:00:00,2025-07-06 13:30:00,long,0.00184674149328747,108233.99,108291.25071428572,0.025772507732484448
run-20251017-183930,298,3769,3777,2025-07-08 07:00:00,2025-07-08 11:00:00,long,0.0018456083637679067,108300.72,108561.26321428572,0.40081227740797726
run-20251017-183930,299,3818,3822,2025-07-09 07:30:00,2025-07-09 09:30:00,long,0.0018375408511605545,108780.56,108557.36428571428,-0.49000470568024607
run-20251017-183930,300,3823,3828,2025-07-09 10:00:00,2025-07-09 12:30:00,long,0.0018377242740562107,108764.37,109197.36142857143,0.7156081458116772
run-20251017-183930,301,3881,3884,2025-07-10 15:00:00,2025-07-10 16:30:00,long,0.0017968158526075963,111248.57,111837.81857142856,0.9786021423719877
run-20251017-183930,302,4136,4144,2025-07-15 22:30:00,2025-07-16 02:30:00,long,0.0017009686683526295,117528.72,117320.88214285714,-0.43342004610157425
run-20251017-183930,303,4219,4223,2025-07-17 16:00:00,2025-07-17 18:00:00,long,0.00168151879844877,118882.99,118502.08928571429,-0.7203252060720303
run-20251017-183930,304,4387,4397,2025-07-21 04:00:00,2025-07-21 09:00:00,long,0.0016881853187213037,118405.0,118958.53392857143,0.8543251249928091
run-20251017-183930,305,4442,4455,2025-07-22 07:30:00,2025-07-22 14:00:00,long,0.0016859291087457657,118573.59,118619.33714285714,-0.002851652266940702
run-20251017-183930,306,4521,4531,2025-07-23 23:00:00,2025-07-24 04:00:00,long,0.0016859798160322674,118569.99,118654.83142857143,0.06304968397667866
run-20251017-183930,307,4545,4552,2025-07-24 11:00:00,2025-07-24 14:30:00,long,0.001688767819189091,118374.99,118025.255,-0.6704662384849812
run-20251017-183930,308,4553,4557,2025-07-24 15:00:00,2025-07-24 17:00:00,long,0.0016789654613339898,119058.11,118405.03892857142,-1.1762222578031076
run-20251017-183930,309,4609,4623,2025-07-25 19:00:00,2025-07-26 02:00:00,long,0.0017157406308517494,116492.53,117137.90857142858,1.0271323900689246
run-20251017-183930,310,4771,4785,2025-07-29 04:00:00,2025-07-29 11:00:00,long,0.0016830720016813632,118765.85,118470.3667857143,-0.5771766517824537
run-20251017-183930,311,4842,4844,2025-07-30 15:30:00,2025-07-30 16:30:00,long,0.0016915733325704025,118162.15,117799.44,-0.6933798300875791
run-20251017-183930,312,4860,4880,2025-07-31 00:30:00,2025-07-31 10:30:00,long,0.0016928551128655392,118064.49,118463.86750000001,0.5960065949721483
run-20251017-183930,313,4893,4894,2025-07-31 17:00:00,2025-07-31 17:30:00,long,0.0016861716002480283,118539.53,117786.15857142858,-1.3500106401910603
run-20251017-183930,314,5008,5028,2025-08-03 02:30:00,2025-08-03 12:30:00,long,0.001763006642181315,113358.09,113782.01214285713,0.6672876518681414
run-20251017-183930,315,5079,5080,2025-08-04 14:00:00,2025-08-04 14:30:00,long,0.0017392385355135729,114914.88,114964.29392857142,0.005979665200807546
run-20251017-183930,316,5121,5124,2025-08-05 11:00:00,2025-08-05 12:30:00,long,0.001740339234795004,114842.27,114451.26571428572,-0.7602898066992513
run-20251017-183930,317,5159,5165,2025-08-06 06:00:00,2025-08-06 09:00:00,long,0.0017507757004134588,114149.01,113831.18392857142,-0.6362705995561536
run-20251017-183930,318,5212,5216,2025-08-07 08:30:00,2025-08-07 10:30:00,long,0.0017354904615170957,115147.03,115492.85142857143,0.5201151278209968
run-20251017-183930,319,5285,5294,2025-08-08 21:00:00,2025-08-09 01:30:00,long,0.0017097080110956813,116889.52,116544.57607142857,-0.6695742268806346
run-20251017-183930,320,5303,5314,2025-08-09 06:00:00,2025-08-09 11:30:00,long,0.0017117797296125746,116740.23,117358.87999999999,0.9788473074811403
run-20251017-183930,321,5345,5346,2025-08-10 03:00:00,2025-08-10 03:30:00,long,0.0017035019480876698,117318.99,117903.81214285715,0.9161051593049464
run-20251017-183930,322,5464,5471,2025-08-12 14:30:00,2025-08-12 18:00:00,long,0.0016768471191526595,119194.78,119253.69571428571,0.018824317859253446
run-20251017-183930,323,5501,5511,2025-08-13 09:00:00,2025-08-13 14:00:00,long,0.0016649670726267658,120045.49,121112.33142857143,1.6959518838885257
run-20251017-183930,324,5755,5770,2025-08-18 16:00:00,2025-08-18 23:30:00,long,0.001721154220547728,116146.34,116364.68607142857,0.29576979560996425
