time,equity
2025-06-26T20:30:00,9999.884686480393
2025-06-29T23:00:00,9999.780834030456
2025-07-10T11:00:00,10000.844205205802
2025-07-17T20:30:00,9999.91866472077
2025-07-24T04:00:00,9999.177066918095
2025-07-29T11:00:00,9998.422372750347
2025-07-31T17:30:00,9997.853557152745
2025-08-05T12:30:00,9997.241797872262
2025-08-07T10:30:00,9998.250727984114
2025-08-09T01:30:00,9997.59340332669
2025-08-09T06:00:00,9997.205266149687
2025-08-10T03:30:00,9998.113666617637
2025-08-11T17:30:00,9997.164517276278
2025-08-12T18:00:00,9996.76061985926
2025-08-13T14:00:00,9998.802205710695
2025-09-02T14:30:00,9998.58041411459
2025-09-03T09:30:00,9998.179785171404
2025-09-07T22:00:00,9998.237708654444
2025-09-08T04:00:00,9998.093030549506
2025-09-09T07:00:00,9998.156717009158
2025-09-12T13:00:00,9998.015751150077
2025-09-12T14:30:00,9997.874558617541
2025-09-15T05:30:00,9997.795595655967
2025-09-16T14:00:00,9997.660690084309
2025-09-16T17:00:00,9997.51652450103
2025-09-18T00:00:00,9997.340138690797
