time,equity,equity_norm,drawdown
2025-01-18 19:00:00,10000.054612032807,1.0000054612032807,0.0
2025-01-29 20:30:00,10001.453344327996,1.0001453344327995,0.0
2025-01-30 15:30:00,10001.229999686537,1.0001229999686536,-2.2331218650937095e-05
2025-02-10 19:30:00,10001.214234634532,1.0001214234634532,-2.3907494764243064e-05
2025-02-14 15:30:00,10001.0224976462,1.00010224976462,-4.307840740374789e-05
2025-02-14 17:30:00,10000.80007458614,1.000080007458614,-6.531748130642077e-05
2025-02-19 21:00:00,10000.575845819136,1.0000575845819135,-8.773709966441468e-05
2025-02-20 17:00:00,10000.38650034668,1.000038650034668,-0.00010666889546819944
2025-02-21 10:00:00,10000.222959233935,1.0000222959233935,-0.00012302063027254604
2025-03-02 16:30:00,10003.615309008006,1.0003615309008007,0.0
