time,equity
2025-01-18T20:30:00,9999.833570071665
2025-01-19T00:30:00,9999.673253946308
2025-01-29T20:30:00,9999.470065511743
2025-01-30T15:30:00,9999.29769556439
2025-02-10T19:30:00,9999.113866775606
2025-02-14T15:30:00,9998.961659272707
2025-02-14T17:30:00,9998.789823954869
2025-02-19T21:00:00,9998.616822740965
2025-02-20T17:00:00,9998.46614800494
2025-02-21T10:00:00,9998.330460791092
2025-03-02T16:30:00,9998.119626737614
2025-03-05T10:00:00,9997.974190177527
2025-03-12T08:30:00,9997.811893271146
2025-04-19T04:00:00,9997.74421110456
2025-06-04T11:00:00,9997.387848386874
2025-06-09T21:30:00,10003.045264928014
2025-06-10T12:00:00,10002.625267558722
2025-06-10T20:00:00,10001.947633922215
2025-06-26T09:30:00,10005.505750509847
2025-06-29T23:00:00,10005.14352089678
2025-07-03T14:30:00,10004.492186998174
2025-07-09T03:30:00,10003.859267605976
2025-07-09T15:00:00,10003.920012963363
2025-07-11T16:00:00,10013.827654583449
2025-07-17T22:00:00,10013.733235311664
2025-07-18T02:00:00,10013.641347896595
2025-07-21T14:30:00,10013.553309906056
2025-07-24T15:30:00,10013.465152603507
2025-07-31T17:30:00,10013.378269697723
2025-08-04T14:30:00,10014.04647484439
2025-08-07T09:00:00,10013.960980762833
2025-08-09T06:30:00,10013.87663317323
2025-08-10T03:30:00,10015.44597156504
2025-08-24T00:30:00,10015.361653961048
2025-09-09T11:00:00,10015.304963456574
2025-09-15T08:00:00,10014.740170149695
2025-09-30T22:30:00,10014.085124273814
