time,equity
2025-01-18T20:30:00,9999.753250856056
2025-01-19T00:00:00,9999.512268591376
2025-01-20T12:30:00,9998.727620196185
2025-03-26T04:00:00,9997.174503307795
2025-04-21T13:00:00,9997.011638444319
2025-04-21T15:00:00,9996.80329635536
2025-04-22T00:30:00,9996.640306884288
2025-04-30T04:30:00,9996.4856721158
2025-05-11T19:30:00,9996.3095490821
2025-05-16T18:00:00,9996.191323308254
2025-05-18T23:30:00,9995.974699047916
2025-05-21T14:30:00,9995.813411142704
2025-05-21T20:30:00,9995.493498849472
2025-07-17T23:00:00,9993.64207427219
2025-07-18T08:00:00,9992.143220924469
2025-07-21T16:00:00,9991.218582030873
2025-07-24T17:00:00,9990.180368462166
2025-07-31T17:30:00,9989.447481006124
2025-08-04T16:00:00,9988.81081519628
2025-08-07T09:30:00,9988.254467392924
2025-08-08T14:30:00,9987.695098745373
2025-08-09T06:00:00,9987.232936777551
2025-08-10T03:30:00,9987.485651286293
2025-08-12T14:00:00,9986.72409681102
2025-08-13T14:00:00,9987.678686250772
2025-09-02T14:30:00,9987.416314027105
2025-09-18T00:00:00,9987.21874480656
2025-09-30T23:00:00,9987.057326480908
2025-10-03T10:00:00,9986.90484536156
2025-10-07T13:30:00,9986.757719586969
