run_id,idx,close_time,open,high,low,close,volume,ema_fast_30m,ema_slow_30m,atr_30m,ema_fast_15m,ema_slow_15m,signal,trend_ok,atr_ok,vol_ok
run-20251017-171201,22,2025-09-18 05:00:00,117372.7,117616.29,117219.5,117605.16,297.02472,117124.90169057572,116625.94452236815,421.34357142857334,116543.71517079747,115967.27392227986,0,1,1,1
run-20251017-171201,23,2025-09-18 05:30:00,117605.16,117605.16,117226.98,117254.54,172.47546,117150.82935246057,116683.08956578923,427.1942857142879,116605.73108230862,115994.68755763979,0,1,1,0
run-20251017-171201,24,2025-09-18 06:00:00,117254.55,117322.73,117176.1,117273.36,167.72306,117175.33548196846,116736.75051435383,393.115714285716,116655.19218324606,116019.51688102011,0,1,1,0
run-20251017-171201,25,2025-09-18 06:30:00,117273.37,117338.05,116905.77,116946.95,237.11169,117129.65838557477,116755.85955850348,390.1528571428592,116682.52231909797,116039.16150900417,0,1,1,1
run-20251017-171201,26,2025-09-18 07:00:00,116946.96,117111.72,116888.02,117102.43,237.30878,117124.21270845983,116787.36596227589,383.49642857143044,116712.99781167023,116059.74186624278,0,1,1,1
run-20251017-171201,27,2025-09-18 07:30:00,117102.43,117208.0,117048.81,117081.25,194.7483,117115.62016676787,116814.08269297807,367.8842857142871,116744.11234364484,116080.70090109356,0,1,1,0
run-20251017-171201,28,2025-09-18 08:00:00,117081.25,117196.09,117056.74,117086.01,167.8789,117109.6981334143,116838.8033572528,357.66857142857145,116774.5496259482,116101.69194386789,0,1,1,0
run-20251017-171201,29,2025-09-18 08:30:00,117086.01,117413.04,117010.59,117320.04,220.68616,117151.76650673145,116882.55214295708,363.55785714285696,116813.2524920806,116124.96944999167,0,1,1,0
run-20251017-171201,30,2025-09-18 09:00:00,117320.05,117350.0,117070.26,117229.59,162.97975,117167.33120538517,116914.1010390519,353.84928571428566,116843.83438426972,116146.46823566545,0,1,1,0
run-20251017-171201,31,2025-09-18 09:30:00,117229.58,117350.0,117131.16,117257.31,132.36716,117185.32696430814,116945.30185368354,349.5835714285713,116875.12535049274,116168.33314226351,0,1,1,0
run-20251017-171201,32,2025-09-18 10:00:00,117257.3,117326.22,117107.57,117298.81,128.07999,117208.02357144652,116977.43895789413,331.23357142857066,116903.0808790977,116189.50952121922,0,1,1,0
run-20251017-171201,33,2025-09-18 10:30:00,117298.82,117307.5,117120.96,117120.97,130.97137,117190.61285715723,116990.48723444922,280.05285714285543,116924.92239550695,116209.28394123419,0,1,1,0
run-20251017-171201,34,2025-09-18 11:00:00,117120.96,117190.48,117078.72,117190.47,105.66504,117190.5842857258,117008.66748586293,262.83214285714035,116941.78185759793,116227.78224045978,0,1,1,0
run-20251017-171201,35,2025-09-18 11:30:00,117190.48,117300.0,117131.31,117243.39,185.48104,117201.14542858064,117030.00589623903,247.34214285714032,116962.3564629345,116247.20852019625,0,1,1,0
run-20251017-171201,36,2025-09-18 12:00:00,117243.4,117272.14,117013.77,117063.4,99.52178,117173.5963428645,117033.04172385366,237.4549999999976,116972.82340926788,116264.07557803749,0,1,1,0
run-20251017-171201,37,2025-09-18 12:30:00,117063.41,117279.0,116977.59,117254.9,134.49456,117189.8570742916,117053.21065804877,231.97142857142586,116994.09315865136,116283.58553664174,0,1,1,0
run-20251017-171201,38,2025-09-18 13:00:00,117254.9,117254.9,117068.21,117124.69,115.12667,117176.82365943328,117059.70878004434,234.83285714285427,117007.32877890118,116301.07564952724,0,1,1,0
run-20251017-171201,39,2025-09-18 13:30:00,117124.69,117466.66,117062.34,117445.35,192.31206,117230.52892754663,117094.76707276759,232.835714285712,117038.80561251123,116323.15768909009,0,1,1,1
run-20251017-171201,40,2025-09-18 14:00:00,117445.34,117655.55,117004.28,117432.04,454.70554,117270.8311420373,117125.42824797053,263.3764285714268,117059.2100021682,116342.54433270605,0,1,1,1
run-20251017-171201,41,2025-09-18 14:30:00,117432.04,117843.83,117400.54,117706.4,428.83244,117357.94491362985,117178.24386179139,283.66928571428434,117102.7216975032,116367.91579514103,0,1,1,1
run-20251017-171201,42,2025-09-18 15:00:00,117706.39,117813.22,117614.6,117640.54,282.76215,117414.46393090388,117220.27078344671,287.9028571428561,117148.74395836417,116394.33602245936,0,1,1,1
run-20251017-171201,43,2025-09-18 15:30:00,117640.54,117676.0,117322.41,117336.0,373.74221,117398.7711447231,117230.79162131519,284.412857142856,117165.9485982439,116413.71599429256,0,1,1,1
run-20251017-171201,44,2025-09-18 16:00:00,117336.0,117705.51,117336.0,117583.56,434.35631,117435.72891577848,117262.86147392291,290.8249999999981,117192.87045920169,116435.52373876834,0,1,1,1
run-20251017-171201,45,2025-09-18 16:30:00,117583.56,117789.0,117500.01,117707.07,293.15669,117489.9971326228,117303.24406720264,295.83571428571304,117231.96032008584,116460.5849211397,0,1,1,1
run-20251017-171201,46,2025-09-18 17:00:00,117707.07,117787.99,117538.77,117565.6,190.15322,117505.11770609824,117327.09460654785,298.019285714285,117264.91587409693,116484.3747412701,0,1,1,0
run-20251017-171201,47,2025-09-18 17:30:00,117565.59,117765.59,117507.56,117541.19,320.01099,117512.3321648786,117346.5578241344,303.1257142857139,117290.8289710522,116506.5221224484,0,1,1,1
run-20251017-171201,48,2025-09-18 18:00:00,117541.2,117634.14,117418.45,117579.93,159.42077,117525.85173190289,117367.77347648582,310.5492857142859,117309.41890791862,116526.82546944579,0,1,1,0
run-20251017-171201,49,2025-09-18 18:30:00,117579.94,117900.0,117512.11,117808.55,247.26465,117582.39138552232,117407.84406953256,326.20642857142855,117348.30561242314,116552.33802419552,0,1,1,1
run-20251017-171201,50,2025-09-18 19:00:00,117808.55,117884.86,117702.94,117822.97,227.27356,117630.50710841786,117445.58279048414,320.7457142857144,117384.26015202921,116577.35617871258,0,1,1,1
run-20251017-171201,51,2025-09-18 19:30:00,117822.98,117822.98,117463.82,117463.82,170.65047,117597.1696867343,117447.24071862195,324.8707142857134,117400.27876394546,116597.49819245063,0,1,1,0
run-20251017-171201,52,2025-09-18 20:00:00,117463.83,117500.0,117196.33,117450.21,220.69315,117567.77774938745,117447.51065329269,333.22642857142847,117398.2125306548,116612.83907327139,0,1,1,1
run-20251017-171201,53,2025-09-18 20:30:00,117450.21,117512.12,117337.95,117501.44,78.06271,117554.51019950997,117452.41332117518,316.7871428571421,117403.73980242299,116629.80451178487,0,1,1,0
run-20251017-171201,54,2025-09-18 21:00:00,117501.44,117657.17,117501.44,117521.14,114.4094,117547.83615960798,117458.66120106835,281.39142857142724,117417.72890642738,116648.75159256437,0,1,1,0
run-20251017-171201,55,2025-09-18 21:30:00,117521.14,117521.14,117304.11,117437.98,100.08151,117525.86492768639,117456.78109188032,265.22999999999803,117415.21838690204,116663.31595101958,0,1,1,0
run-20251017-171201,56,2025-09-18 22:00:00,117437.98,117469.93,117299.21,117299.21,87.03485,117480.53394214912,117442.45644716392,263.2371428571402,117408.9645547681,116676.60477305825,0,1,1,0
run-20251017-171201,57,2025-09-18 22:30:00,117299.21,117310.02,117206.06,117267.5,133.85123,117437.9271537193,117426.55131560356,245.40642857142666,117396.14870280593,116687.79863116953,0,1,1,0
run-20251017-171201,58,2025-09-18 23:00:00,117267.49,117334.8,117027.34,117061.02,211.66619,117362.54572297544,117393.32119600322,240.97428571428463,117379.60527313997,116697.60114534157,0,1,1,1
run-20251017-171201,59,2025-09-18 23:30:00,117061.02,117061.03,116612.03,116829.23,467.59919,117255.88257838036,117342.04017818475,252.40357142856996,117335.39130365594,116699.71246941095,0,1,1,1
run-20251017-171201,60,2025-09-19 00:00:00,116829.22,117172.21,116829.22,117073.53,182.51217,117219.4120627043,117317.63016198613,259.1014285714274,117311.89727031063,116706.23647387796,0,1,1,0
run-20251017-171201,61,2025-09-19 00:30:00,117073.53,117329.51,117020.0,117229.62,200.14494,117221.45365016344,117309.6292381692,262.77857142857,117299.52377009451,116715.01922185197,0,1,1,1
run-20251017-171201,62,2025-09-19 01:00:00,117229.62,117427.7,117215.09,117424.2,128.7224,117262.00292013076,117320.044761972,262.55857142856985,117307.74624836484,116728.70534453503,0,1,1,0
run-20251017-171201,63,2025-09-19 01:30:00,117424.21,117459.99,117221.48,117337.46,150.37413,117277.09433610461,117321.6279654291,251.88857142857054,117307.46329962475,116740.08823170049,0,1,1,0
run-20251017-171201,64,2025-09-19 02:00:00,117337.47,117388.16,117118.21,117241.32,118.30077,117269.9394688837,117314.32724129918,258.1764285714276,117298.2643992307,116748.93800607836,0,1,1,0
run-20251017-171201,65,2025-09-19 02:30:00,117241.32,117285.99,117044.13,117110.74,227.45084,117238.09957510697,117295.81931027198,249.79785714285703,117281.62463765973,116755.52169101532,0,1,1,1
run-20251017-171201,66,2025-09-19 03:00:00,117110.75,117213.74,117055.22,117112.8,168.06557,117213.03966008557,117279.18119115634,239.4300000000003,117267.79122453711,116762.37359733418,0,1,1,0
run-20251017-171201,67,2025-09-19 03:30:00,117112.81,117291.01,117070.82,117083.99,106.6939,117187.22972806846,117261.43653741485,242.7171428571424,117258.34371784453,116769.96718170421,0,1,1,0
run-20251017-171201,68,2025-09-19 04:00:00,117084.0,117099.58,116871.61,116977.58,226.63529,117145.29978245478,117235.63139764986,247.8771428571428,117235.85657306603,116773.84337126973,0,1,1,1
run-20251017-171201,69,2025-09-19 04:30:00,116977.58,117034.18,116700.02,116996.0,250.50128,117115.43982596383,117213.84672513623,256.24357142857065,117209.11349170764,116776.07237211092,0,1,1,1
run-20251017-171201,70,2025-09-19 05:00:00,116996.0,117100.0,116933.8,116990.65,126.9117,117090.48186077108,117193.5561137602,255.92071428571424,117192.73517631298,116780.4311702177,0,1,1,0
run-20251017-171201,71,2025-09-19 05:30:00,116990.65,117010.0,116833.85,116849.76,142.12395,117042.33748861687,117162.30192160018,261.07714285714195,117171.2931327672,116783.09311778894,0,1,1,0
run-20251017-171201,72,2025-09-19 06:00:00,116849.76,116917.89,116780.75,116894.83,164.19087,117012.83599089351,117137.98629236381,248.91142857142717,117149.05868195849,116785.0504288894,0,1,1,0
run-20251017-171201,73,2025-09-19 06:30:00,116894.83,116894.83,116755.69,116792.25,167.31162,116968.7187927148,117106.55572033074,226.77857142856996,117121.27615354952,116785.1024582176,0,1,1,0
run-20251017-171201,74,2025-09-19 07:00:00,116792.25,116814.63,116633.86,116669.75,263.2378,116908.92503417184,117066.84610939158,215.19142857142702,117089.40215481447,116783.562273406,0,1,1,1
run-20251017-171201,75,2025-09-19 07:30:00,116669.76,116887.66,116665.0,116865.22,250.98973,116900.18402733747,117048.51646308326,208.98785714285623,117069.61886724705,116784.51376671746,0,1,1,1
run-20251017-171201,76,2025-09-19 08:00:00,116865.22,116992.81,116834.69,116909.97,172.82411,116902.14122186998,117035.92133007568,205.095714285713,117059.61563254909,116787.59221394961,0,1,1,1
run-20251017-171201,77,2025-09-19 08:30:00,116909.98,117090.36,116882.47,117084.28,186.66447,116938.56897749599,117040.31757279606,202.90857142856945,117057.8577907537,116792.5116023024,0,1,1,1
run-20251017-171201,78,2025-09-19 09:00:00,117084.28,117084.29,116902.9,116915.88,97.19339,116934.0311819968,117029.00506617824,196.58285714285532,117047.70849504023,116795.15524870124,0,1,1,0
run-20251017-171201,79,2025-09-19 09:30:00,116915.88,116979.86,116780.8,116825.19,125.59573,116912.26294559745,117010.4764237984,193.52571428571224,117036.19304751696,116797.21279235212,0,1,1,0
run-20251017-171201,80,2025-09-19 10:00:00,116825.2,116881.6,116488.0,116488.0,235.87683,116827.41035647798,116962.97856708945,210.31714285714094,117002.49169822692,116793.2995517422,0,1,1,1
run-20251017-171201,81,2025-09-19 10:30:00,116488.0,116551.54,116434.23,116483.48,155.79783,116758.62428518239,116919.38778826314,202.96857142857021,116964.17872642938,116787.58186303663,0,1,1,0
run-20251017-171201,82,2025-09-19 11:00:00,116483.47,116547.99,116447.59,116532.68,133.46765,116713.43542814592,116884.23253478466,193.8564285714279,116930.70200006035,116782.45670003499,0,1,1,0
run-20251017-171201,83,2025-09-19 11:30:00,116532.68,116554.05,116364.0,116364.0,188.14276,116643.54834251675,116836.93866798606,183.56285714285747,116890.83040451554,116775.13910938062,0,1,1,1
run-20251017-171201,84,2025-09-19 12:00:00,116364.0,116400.0,116300.0,116394.72,121.08965,116593.7826740134,116796.73697089641,178.83428571428627,116850.99778594456,116767.16569665557,0,1,1,0
run-20251017-171201,85,2025-09-19 12:30:00,116394.72,116529.08,116200.0,116231.47,228.92269,116521.32013921073,116745.34906445128,189.75785714285823,116812.34100886309,116758.9062655196,0,1,1,1
run-20251017-171201,86,2025-09-19 13:00:00,116231.47,116287.17,116133.66,116162.45,259.81568,116449.54611136859,116692.35824041025,190.9271428571436,116764.66695973866,116747.6964684251,0,1,1,1
run-20251017-171201,87,2025-09-19 13:30:00,116162.45,116350.01,116075.0,116212.0,213.42705,116402.03688909489,116648.68930946387,200.63214285714326,116719.63587479143,116736.42618712662,0,0,1,1
run-20251017-171201,88,2025-09-19 14:00:00,116212.0,116465.35,116105.49,116284.64,221.69673,116378.55751127591,116615.59391769441,213.42428571428587,116685.74178984016,116727.3636072474,0,0,1,1
run-20251017-171201,89,2025-09-19 14:30:00,116284.63,116479.11,116210.74,116265.3,169.68621,116355.90600902073,116583.74901608581,216.6892857142853,116655.10578908354,116718.65677410473,0,0,1,0
run-20251017-171201,90,2025-09-19 15:00:00,116265.3,116346.82,115800.0,115899.99,676.70781,116264.7228072166,116521.58910553256,244.45357142857185,116605.07557846581,116704.54633527195,0,0,1,1
run-20251017-171201,91,2025-09-19 15:30:00,115899.99,115900.0,115464.19,115800.0,647.15752,116171.77824577328,116455.9900959387,260.73357142857174,116532.61392691135,116683.87484921426,0,0,1,1
run-20251017-171201,92,2025-09-19 16:00:00,115800.0,115952.95,115640.0,115884.03,240.46196,116114.22859661863,116403.99372358063,270.1307142857144,116483.88480527265,116668.33551753013,0,0,1,1
run-20251017-171201,93,2025-09-19 16:30:00,115884.03,116041.03,115800.0,115962.12,226.84716,116083.8068772949,116363.8233850733,273.12857142857166,116444.17140232974,116654.45779138415,0,0,1,1
run-20251017-171201,94,2025-09-19 17:00:00,115962.12,116136.0,115854.33,116088.68,128.52518,116084.78150183594,116338.81035006662,265.1335714285711,116413.35612341165,116642.34458891128,0,0,1,0
run-20251017-171201,95,2025-09-19 17:30:00,116088.68,116093.18,115720.47,115790.66,138.18655,116025.95720146876,116288.97850006056,283.3764285714278,116366.20767101552,116625.6715716313,0,0,1,0
run-20251017-171201,96,2025-09-19 18:00:00,115790.66,115790.67,115538.67,115542.73,222.37973,115929.31176117502,116221.13772732779,294.2049999999986,116306.0551626714,116605.05590871937,0,0,1,1
run-20251017-171201,97,2025-09-19 18:30:00,115542.73,115599.57,115394.15,115423.18,209.97456,115828.08540894002,116148.59611575253,295.30285714285645,116240.58332394235,116582.28456773832,0,0,1,1
run-20251017-171201,98,2025-09-19 19:00:00,115423.18,115644.73,115382.98,115407.49,178.80946,115743.96632715203,116081.22283250229,306.8564285714279,116183.63743205905,116560.88179913878,0,0,1,1
run-20251017-171201,99,2025-09-19 19:30:00,115407.49,115479.45,115280.0,115360.15,162.76258,115667.20306172162,116015.67075682025,297.5971428571419,116117.9862262106,116536.49622107609,0,0,1,0
run-20251017-171201,100,2025-09-19 20:00:00,115360.15,115395.03,115112.58,115125.12,146.16973,115558.78644937731,115934.71159710932,306.807142857142,116044.46257944315,116509.28652980951,0,0,1,0
run-20251017-171201,101,2025-09-19 20:30:00,115125.13,115432.7,115100.0,115388.44,176.1906,115524.71715950186,115885.05054282665,310.92785714285645,115991.1766679135,116486.34901925664,0,0,1,1
run-20251017-171201,102,2025-09-19 21:00:00,115388.44,115445.23,115282.44,115342.57,162.65756,115488.2877276015,115835.73412984241,296.8514285714274,115943.61117249532,116464.30397741598,0,0,1,0
run-20251017-171201,103,2025-09-19 21:30:00,115342.56,115448.0,115306.07,115418.27,101.53814,115474.2841820812,115797.78284531129,287.8199999999987,115902.08287780134,116443.29471918147,0,0,1,0
run-20251017-171201,104,2025-09-19 22:00:00,115418.27,115532.73,115418.26,115465.39,76.9248,115472.50534566498,115767.56531391935,256.9378571428554,115868.45166074626,116423.91705537749,0,0,1,0
run-20251017-171201,105,2025-09-19 22:30:00,115465.39,115619.48,115465.39,115588.04,79.22615,115495.61227653199,115751.24483083576,236.81499999999818,115847.61625430672,116407.55537610466,0,0,1,0
run-20251017-171201,106,2025-09-19 23:00:00,115588.04,115657.28,115588.04,115613.21,60.63527,115519.1318212256,115738.69620985069,219.40714285714162,115828.64622321817,116391.57888787705,0,0,1,0
run-20251017-171201,107,2025-09-19 23:30:00,115613.21,115613.22,115448.01,115468.5,70.18134,115509.00545698048,115714.13291804609,213.99142857142786,115802.14054669238,116373.61096306574,0,0,1,0
run-20251017-171201,108,2025-09-20 00:00:00,115468.49,115648.0,115451.43,115632.38,84.89898,115533.68036558438,115706.70083458735,207.91285714285706,115784.91650619316,116357.84305161671,0,0,1,0
run-20251017-171201,109,2025-09-20 00:30:00,115632.39,115670.36,115548.92,115557.07,126.18523,115538.35829246751,115693.09803144305,189.96500000000066,115770.06757069194,116342.6849064893,0,0,1,0
run-20251017-171201,110,2025-09-20 01:00:00,115557.06,115730.41,115557.06,115723.73,94.6884,115575.43263397402,115695.88275585732,184.34714285714395,115765.76037571373,116330.23411504377,0,0,1,0
run-20251017-171201,111,2025-09-20 01:30:00,115723.72,115723.73,115610.84,115700.0,93.27839,115600.34610717923,115696.25705077939,177.73785714285728,115757.51628684686,116316.92112546346,0,0,1,0
run-20251017-171201,112,2025-09-20 02:00:00,115700.01,115710.07,115623.5,115623.51,85.2257,115604.97888574339,115689.64368252672,165.22500000000062,115748.97275844649,116303.65090045988,0,0,1,0
run-20251017-171201,113,2025-09-20 02:30:00,115623.5,115623.51,115444.0,115533.82,87.7163,115590.74710859472,115675.47789320612,163.80071428571475,115731.27182354096,116288.10456991439,0,0,1,0
run-20251017-171201,114,2025-09-20 03:00:00,115533.82,115606.4,115496.71,115606.39,67.02991,115593.87568687579,115669.19717564192,151.4607142857141,115720.22277136557,116274.2274164793,0,0,1,0
run-20251017-171201,115,2025-09-20 03:30:00,115606.4,115606.4,115464.0,115506.79,113.1565,115576.45854950065,115654.43288694721,137.86785714285674,115703.22679509755,116258.87821935094,0,0,1,0
run-20251017-171201,116,2025-09-20 04:00:00,115506.8,115506.8,115408.47,115445.0,49.78255,115550.16683960053,115635.39353358837,133.2635714285716,115685.6872645249,116243.36787219417,0,0,1,0
run-20251017-171201,117,2025-09-20 04:30:00,115445.0,115496.43,115425.01,115460.01,57.71327,115532.13547168043,115619.44957598943,128.2271428571434,115669.16268439995,116228.07284786915,0,0,1,0
run-20251017-171201,118,2025-09-20 05:00:00,115460.01,115582.38,115409.08,115568.41,86.31147,115539.39037734436,115614.80961453584,132.42928571428638,115660.64607660295,116214.80937819526,0,0,1,0
run-20251017-171201,119,2025-09-20 05:30:00,115568.41,115606.74,115512.63,115606.74,52.15875,115552.8603018755,115614.0760132144,128.14500000000095,115655.42158013214,116202.48646038245,0,0,1,0
run-20251017-171201,120,2025-09-20 06:00:00,115606.74,115717.5,115606.73,115717.49,172.26687,115585.7862415004,115623.47728474037,131.11142857142946,115657.27420757298,116192.11933659083,0,0,1,1
run-20251017-171201,121,2025-09-20 06:30:00,115717.49,115717.5,115625.85,115677.66,107.92556,115604.16099320033,115628.4029861276,125.85714285714286,115656.89003167348,116181.42198085033,0,0,1,0
run-20251017-171201,122,2025-09-20 07:00:00,115677.67,115724.34,115677.66,115700.46,51.94051,115623.42079456028,115634.95362375236,115.15071428571329,115659.38197848828,116171.67380568932,0,0,0,0
run-20251017-171201,123,2025-09-20 07:30:00,115700.47,115745.27,115683.47,115737.46,61.5821,115646.22863564824,115644.27238522941,110.89071428571333,115663.4878394273,116162.57951830656,1,0,0,0
run-20251017-171201,124,2025-09-20 08:00:00,115737.45,115985.2,115737.45,115968.56,169.56273,115710.69490851859,115673.75307748128,116.20499999999863,115685.32952805265,116158.31502449093,0,0,1,1
run-20251017-171201,125,2025-09-20 08:30:00,115968.56,115968.57,115817.15,115817.16,78.71573,115731.98792681488,115686.79007043752,118.95714285714244,115696.92871082446,116151.94197333894,0,0,1,0
run-20251017-171201,126,2025-09-20 09:00:00,115817.15,115888.81,115700.01,115701.43,104.99209,115725.87634145192,115688.12097312501,126.25928571428501,115704.15593029202,116144.82029717571,0,0,1,0
run-20251017-171201,127,2025-09-20 09:30:00,115701.43,115794.39,115700.01,115755.86,100.2742,115731.87307316155,115694.27906647728,120.17857142857143,115709.23409020805,116137.40655103725,0,0,1,0
run-20251017-171201,128,2025-09-20 10:00:00,115755.87,115755.87,115664.11,115672.8,95.92411,115720.05845852924,115692.32642407024,118.89785714285765,115706.6420340598,116128.26142193576,0,0,1,0
run-20251017-171201,129,2025-09-20 10:30:00,115672.8,115789.93,115672.79,115732.83,112.69929,115722.6127668234,115696.00856733658,117.0935714285723,115709.21146627358,116120.57659637331,0,0,1,0
run-20251017-171201,130,2025-09-20 11:00:00,115732.84,115798.16,115720.52,115747.54,57.66439,115727.59821345872,115700.69324303325,115.61571428571499,115713.38170339211,116113.50968721023,0,0,0,0
run-20251017-171201,131,2025-09-20 11:30:00,115747.54,115858.99,115747.54,115787.15,170.02431,115739.50857076698,115708.55294821205,118.47500000000166,115721.30676272376,116107.63628482494,0,0,1,1
run-20251017-171201,132,2025-09-20 12:00:00,115787.16,115909.54,115780.85,115894.06,72.75174,115770.4188566136,115725.41722564731,115.28857142857201,115731.65789976923,116102.64043403266,0,0,0,0
run-20251017-171201,133,2025-09-20 12:30:00,115894.05,115950.89,115822.83,115822.84,103.09856,115780.90308529089,115734.27384149755,117.7135714285718,115742.17475484274,116098.01652800989,0,0,1,0
run-20251017-171201,134,2025-09-20 13:00:00,115822.84,115874.5,115804.47,115874.49,52.35787,115799.62046823272,115747.02076499777,114.80357142857143,115751.21747265567,116093.29453691046,0,0,0,0
run-20251017-171201,135,2025-09-20 13:30:00,115874.5,115905.93,115859.48,115905.93,59.35994,115820.88237458619,115761.46705908887,111.5750000000002,115762.54944707661,116089.43686830006,0,0,0,0
run-20251017-171201,136,2025-09-20 14:00:00,115905.93,115951.96,115891.04,115915.8,64.60711,115839.86589966896,115775.49732644443,112.59214285714448,115774.7218771361,116086.10016587588,0,0,0,0
run-20251017-171201,137,2025-09-20 14:30:00,115915.79,115945.84,115883.3,115900.76,81.46768,115852.04471973518,115786.88484222219,112.64500000000096,115784.14323990917,116082.35952102303,0,0,0,0
run-20251017-171201,138,2025-09-20 15:00:00,115900.76,116036.0,115900.75,115970.36,128.15657,115875.70777578815,115803.56440202017,104.60928571428667,115797.34419800922,116079.84947729099,0,0,0,0
run-20251017-171201,139,2025-09-20 15:30:00,115970.36,116121.81,115970.36,116110.0,202.59302,115922.56622063053,115831.4221836547,104.6114285714284,115819.49849266441,116079.95315240219,0,0,0,1
run-20251017-171201,140,2025-09-20 16:00:00,116110.01,116119.3,115946.91,115986.69,145.27349,115935.39097650444,115845.53743968609,103.4392857142853,115833.11966969908,116078.30648172766,0,0,0,1
run-20251017-171201,141,2025-09-20 16:30:00,115986.7,116048.0,115882.58,115954.3,128.53594,115939.17278120355,115855.42494516917,108.51357142857056,115842.8460772578,116075.95775606786,0,0,0,0
