time,equity,equity_norm,drawdown
2025-09-07 20:00:00,10000.068901412984,1.0000068901412984,0.0
2025-09-08 02:00:00,9999.982982388377,0.9999982982388378,-8.591843261634185e-06
2025-09-08 08:00:00,9999.896778946568,0.9999896778946568,-1.7212128047616978e-05
2025-09-09 01:00:00,9999.811043448759,0.9999811043448759,-2.5785618755940092e-05
2025-09-09 07:00:00,10000.281711273716,1.0000281711273715,0.0
2025-09-09 15:30:00,10000.8643698572,1.0000864369857199,0.0
2025-09-11 14:00:00,10000.778137412251,1.0000778137412252,-8.622499191971406e-06
2025-09-12 16:00:00,10000.692285674111,1.000069228567411,-1.7206930993588704e-05
2025-09-12 17:00:00,10000.694304778783,1.0000694304778783,-1.7005037977463463e-05
2025-09-15 09:30:00,10000.607053110789,1.0000607053110788,-2.572945066490548e-05
2025-09-16 17:00:00,10000.746056377817,1.0000746056377816,-1.18303253606135e-05
2025-09-17 11:30:00,10000.66059320282,1.000066059320282,-2.0375904206249894e-05
2025-09-18 23:30:00,10000.864186754998,1.0000864186754999,-1.830863764105279e-08
2025-09-25 01:30:00,10000.778745501315,1.0000778745501315,-8.56169554130948e-06
