time,equity
2025-01-18T20:30:00,9999.818733988364
2025-01-18T23:00:00,9999.654149413494
2025-01-27T13:30:00,9999.367563272113
2025-01-27T22:00:00,9999.073733632846
2025-01-28T16:00:00,9998.882220587351
2025-01-28T19:00:00,9998.670393890772
2025-01-29T20:30:00,9998.46722583383
2025-01-30T15:30:00,9998.294873173336
2025-02-03T08:30:00,9997.89668803806
2025-02-03T15:30:00,9997.57304010119
2025-02-10T04:30:00,9997.362535777149
2025-02-10T19:30:00,9997.17874256467
2025-02-12T17:30:00,9996.964506636185
2025-02-14T15:30:00,9996.812331851059
2025-02-14T17:30:00,9996.640533470092
2025-02-17T13:30:00,9996.491058875887
2025-02-19T17:00:00,9996.332005314787
2025-02-19T21:00:00,9996.159046626592
2025-02-20T17:00:00,9996.008408928164
2025-02-21T10:00:00,9995.87275506781
2025-02-24T10:00:00,9995.713467836022
2025-03-02T16:30:00,9995.502688966879
2025-03-04T18:00:00,9995.163047027843
2025-03-04T19:30:00,9994.794295268684
2025-03-12T08:30:00,9994.632001986694
2025-03-19T01:30:00,9994.498214417057
2025-03-31T20:00:00,9994.315081682744
2025-04-16T15:30:00,9994.159447829239
2025-04-19T04:00:00,9994.09185134895
2025-05-01T04:00:00,9993.935916516235
2025-05-19T17:30:00,9993.614397256533
2025-06-01T17:00:00,9993.306771117563
2025-06-03T03:30:00,9994.280092033128
2025-06-04T11:00:00,9993.923694629913
2025-06-08T09:00:00,9999.858232954253
2025-06-09T21:30:00,10005.519557678756
2025-06-10T12:00:00,10005.09927017231
2025-06-10T20:00:00,10004.421168421693
2025-06-13T09:30:00,10003.789486684327
2025-06-13T17:30:00,10002.96450474792
2025-06-23T14:00:00,10002.900094982277
2025-06-24T08:30:00,10007.271052599464
2025-06-26T09:30:00,10010.832640755161
2025-06-29T23:00:00,10010.470057723445
2025-07-03T13:00:00,10015.895540830528
2025-07-03T14:30:00,10015.24321832241
2025-07-09T03:30:00,10014.60933827066
2025-07-09T15:00:00,10014.670175828742
2025-07-11T16:00:00,10024.592855494242
2025-07-15T15:00:00,10023.781348597025
2025-07-17T22:00:00,10023.68976024266
2025-07-18T02:00:00,10023.60831127843
2025-07-20T14:00:00,10023.993269799492
2025-07-21T14:30:00,10023.905228302969
2025-07-22T08:00:00,10023.814949857097
2025-07-24T15:30:00,10023.726789839704
2025-07-29T04:30:00,10023.638942046024
2025-07-30T16:00:00,10023.550703231253
2025-07-31T17:30:00,10023.463819179819
2025-08-04T14:30:00,10024.132033137532
2025-08-06T06:30:00,10024.04603606734
2025-08-07T09:00:00,10023.960541593655
2025-08-09T06:30:00,10023.87619361718
2025-08-10T03:30:00,10025.44553920695
2025-08-18T16:30:00,10025.357459243534
2025-08-20T16:00:00,10025.268294787438
2025-08-20T17:00:00,10025.17771854052
2025-08-22T03:00:00,10025.090302143675
2025-08-22T15:00:00,10025.81249250993
2025-08-24T00:30:00,10025.728171425642
2025-08-25T17:00:00,10025.637681981163
2025-09-09T11:00:00,10025.580991476689
2025-09-10T13:00:00,10026.725921009896
2025-09-15T08:00:00,10026.161063037796
2025-09-17T03:30:00,10027.11532457755
2025-09-30T22:30:00,10026.460141190712
2025-10-08T14:00:00,10025.445274314969
2025-10-09T14:00:00,10024.27535207111
