time,equity
2025-01-18T19:00:00,10000.055253204182
2025-01-29T20:30:00,10001.453985589054
2025-01-30T15:30:00,10001.230640933274
2025-02-10T19:30:00,10001.214875880258
2025-02-14T15:30:00,10001.023138879633
2025-02-14T17:30:00,10000.800715805313
2025-02-19T21:00:00,10000.57648702393
2025-02-20T17:00:00,10000.387141539335
2025-02-21T10:00:00,10000.223600416106
2025-03-02T16:30:00,10003.615950407682
2025-03-06T16:00:00,10003.392283330044
2025-03-12T08:30:00,10003.22998769334
2025-04-18T19:00:00,10003.132229358984
2025-04-19T03:30:00,10003.25837674928
2025-06-04T11:00:00,10002.902014031593
2025-06-09T21:30:00,10008.559430572734
2025-06-10T12:00:00,10008.139433203442
2025-06-10T20:00:00,10007.461799566934
2025-06-26T09:30:00,10011.019916154566
2025-06-29T23:00:00,10010.657686541499
2025-06-30T20:30:00,10010.17816319915
2025-07-03T14:30:00,10009.526860510432
2025-07-09T03:30:00,10008.893971445757
2025-07-09T15:00:00,10008.954713892415
2025-07-11T16:00:00,10018.861880769236
2025-07-17T19:00:00,10018.77268600676
2025-07-17T21:30:00,10020.855317762409
2025-07-21T14:30:00,10020.767260581488
2025-07-24T15:30:00,10020.679084062549
2025-07-31T17:30:00,10020.592182218166
2025-08-04T14:30:00,10021.260533019142
2025-08-07T09:00:00,10021.17502030172
2025-08-09T06:30:00,10021.09065432616
2025-08-10T03:30:00,10022.660334799888
2025-08-24T00:30:00,10022.575998816477
2025-09-09T11:00:00,10022.519308312003
2025-09-15T08:00:00,10021.954515005124
2025-09-30T22:30:00,10021.299469129242
2025-10-06T05:30:00,10021.142877849335
